article_ID,requirement_type,requirement,exact_text_quote
g-q2-p3-07,functional,The system shall enable interoperability with external data sources through standardized protocols like MCP servers.,"Our own enterprise product, Stack Internal, uses an MCP server to feed human-validated data to agents, but Hall shared A2A and advanced RAG can also be solutions to the context problem"
g-q2-p3-07,non-functional,The system shall provide transparent and auditable interactions so users can verify AI-generated code adheres to codebase specifications.,creating governance for interaction that’s observable and auditable
g-q2-p3-07,non-functional,The system shall minimize the need for users to re-work AI-generated outputs to reduce technical debt.,"in enterprise instances where AI is being asked to automate wide swathes of our work, those things being *a little off* stack on top of each other, leaving developers with mountains of technical debt"
g-q2-p3-07,non-functional,The system shall generate outputs that are easy to verify and correct rather than treating re-work as the only solution.,"And while making things easier to edit may help with usability and adoption, constant reworking is neither a productive nor sustainable AI strategy. Can’t just treat the symptoms, you must find a cure"
g-q2-p3-08,functional,The system shall require users to provide specific input/output formats and data types when generating code for data analysis.,Specific input/output formats and data types.
g-q2-p3-08,functional,The system shall require users to specify explicit business rules and edge cases relevant to their data analysis tasks.,Explicit business rules and edge cases.
g-q2-p3-08,functional,The system shall require users to define integration constraints and existing system dependencies for their data analysis workflows.,Integration constraints and existing system dependencies.
g-q2-p3-08,functional,The system shall require users to specify performance requirements and expected scale for their data analysis operations.,Performance requirements and expected scale.
g-q2-p3-08,functional,The system shall require users to define error handling and validation rules for their data analysis code.,Error handling and validation rules.
g-q2-p3-08,functional,The system shall require users to specify security and compliance requirements for their data analysis workflows.,Security and compliance requirements.
g-q2-p3-08,functional,"The system shall provide structured, context-rich documentation that enables AI code generation to understand business logic, architectural constraints, and operational knowledge.","create structured, context-rich documentation that goes beyond code comments to provide AI tools with the business logic, architectural constraints, and operational knowledge needed to generate appropriate code."
g-q2-p3-08,functional,The system shall support vector search or semantic similarity retrieval to provide relevant context to the AI model during code generation.,"The most common way an AI agent consumes documentation is via vector search, a method for retrieving information from a database based on semantic similarity."
g-q2-p3-08,functional,The system shall support two-tier code reviews consisting of real-time review during code generation and peer review of generated code.,Reviews must happen in two tiers: The first review is a real-time review that happens as the author uses an AI tool in the IDE. The second review is similar to the traditional code review done by a peer.
g-q2-p3-08,functional,The system shall enable developers to critically assess AI suggestions line-by-line before accepting generated code.,"During this review, the developer critically assesses what the AI suggests before accepting it."
g-q2-p3-08,functional,"The system shall support pre-merge quality gates using linters, formatters, and testing frameworks to enforce system patterns, constraints, and business logic.","Transform linters, formatters, and testing frameworks from simple validators into contextual guides that teach AI about your system's patterns, constraints, and business logic."
g-q2-p3-08,functional,The system shall support behavior-driven test naming that explains business scenarios to guide AI code generation.,"Write test descriptions that explain business scenarios, not just technical assertions."
g-q2-p3-08,non-functional,The system shall enable rapid development while maintaining system coherence through modular and scalable architecture design.,"The architectural framework enables rapid, AI-driven development while maintaining system coherence."
g-q2-p3-08,non-functional,The system shall provide mechanisms for users to provide appropriate context for AI code generation given context window limitations.,It is your responsibility to provide the appropriate context for any work.
g-q2-p3-08,non-functional,"The system shall support low-friction, high-trust automation for code generation workflows.","designing for low-friction, high-trust automation."
g-q2-p3-09,functional,The system shall generate boilerplate code for data analysis tasks to reduce repetitive coding effort.,"Writing boilerplate, repetitive code"
g-q2-p3-09,functional,The system shall convert code between programming languages to facilitate language migration and interoperability.,Converting code to other languages
g-q2-p3-09,functional,The system shall generate code comments and documentation to improve code maintainability.,Writing code comments or code documentation
g-q2-p3-09,functional,The system shall search for development-related information to assist with technical research.,Searching for development-related information on the internet
g-q2-p3-09,functional,The system shall summarize recent code changes to help developers understand codebase modifications.,Summarizing recent code changes
g-q2-p3-09,non-functional,The system shall produce consistent quality code to address concerns about inconsistent AI-generated output.,The inconsistent quality of AI-generated code
g-q2-p3-09,non-functional,The system shall demonstrate understanding of complex code and logic to support sophisticated data analysis tasks.,AI tools' limited understanding of complex code and logic
g-q2-p3-09,non-functional,The system shall maintain privacy and security to protect sensitive research data.,Privacy and security risks
g-q2-p3-09,non-functional,The system shall provide context-aware assistance to understand project-specific requirements in data analysis workflows.,AI's lack of context awareness
g-q2-p3-10,functional,The system shall analyze code and pinpoint errors that are difficult for human developers to trace.,They can quickly analyse the code and pin point untraceble errors by the human developers.
g-q2-p3-10,functional,The system shall analyze error logs and identify the root cause of errors along with relevant fixes.,They understand and analyse the error logs faster and better and can pin point the root cause of the errors and the relevant fix.
g-q2-p3-10,functional,The system shall improve code or logic based on issues reported by the user.,They can improve the code/logic based on the issues reported.
g-q2-p3-10,functional,The system shall generate code in an incremental manner rather than attempting to generate complete solutions in a single response.,"As i mentioned, they are good at solving small problems, it is always good to go in an incemental way to get the code."
g-q2-p3-10,non-functional,The system shall require users to have sufficient expertise in their domain to provide proper instructions and guide the code generation process.,The user should have good expertise in what he is trying to do and give proper instructions to AI to get what he wants than giving full control to AI.
g-q2-p3-10,non-functional,"The system shall work more effectively for less complex solutions, with increased risk of hallucination as complexity grows.",They work better for less complex solutions and as the complexity grows they sometime hallucinate.
g-q2-p3-10,non-functional,The system shall maintain context across interactions to avoid proposing previously rejected solutions.,"There is one more situation like first they propose solution A and you said it doesn't work, then they propose solution B, that doesn't work, they come back again with solution A!."
g-q2-p3-10,functional,The system shall understand complex problem statements and generate appropriate code solutions.,They can understand even the complex problems much faster and generate the code very fast.
g-q3-p1-01,functional,The system shall write source code for data analysis tasks.,"These home-made agents help Zitnik's team to perform low-stakes tasks, such as curating data sets, turning text into tables and writing certain pieces of code"
g-q3-p1-01,functional,The system shall use large language models to make and refine plans for multi-step data analysis goals.,agents use LLMs to make and refine plans on the fly for a variety of multi-step goals
g-q3-p1-01,functional,The system shall harness tools to write and execute code for data analysis.,"they also harness tools to take actions in the real world — for instance, to write and run code or navigate databases"
g-q3-p1-01,functional,The system shall access and navigate databases as part of data analysis workflows.,"they also harness tools to take actions in the real world — for instance, to write and run code or navigate databases"
g-q3-p1-01,functional,The system shall curate data sets as part of data analysis workflows.,"These home-made agents help Zitnik's team to perform low-stakes tasks, such as curating data sets, turning text into tables and writing certain pieces of code"
g-q3-p1-01,functional,The system shall transform text into tables for data analysis purposes.,"These home-made agents help Zitnik's team to perform low-stakes tasks, such as curating data sets, turning text into tables and writing certain pieces of code"
g-q3-p1-01,functional,The system shall explain its actions to users during data analysis tasks.,"Getting an AI to refer to original sources, as well as to explain its actions and check in with humans at each step of a process, can help to avoid hallucinations"
g-q3-p1-01,functional,The system shall check in with humans at each step of a data analysis process.,"Getting an AI to refer to original sources, as well as to explain its actions and check in with humans at each step of a process, can help to avoid hallucinations"
g-q3-p1-01,functional,The system shall refer to original sources when performing data analysis to avoid inaccuracies.,"Getting an AI to refer to original sources, as well as to explain its actions and check in with humans at each step of a process, can help to avoid hallucinations"
g-q3-p1-01,non-functional,The system shall be contained in environments that limit the actions it can take to prevent unintended data deletion.,"Another way to protect against agents going awry is keep them in 'containers' that limit the actions they can take or information they can access — for example, making them unable to delete files"
g-q3-p1-01,non-functional,The system shall require human consultation when unexpected results are generated during data analysis.,"you can build into the AI, that if you create something [unexpected], you have to consult a human"
g-q3-p1-04,functional,"The system shall assess stakeholder needs before implementation by conducting qualitative and quantitative assessments with end-users to understand expectations, pain points, and desired outcomes.","Conduct qualitative and quantitative assessments with end-users to understand expectations, pain points, desired outcomes, and what AI platforms they may already use."
g-q3-p1-04,functional,"The system shall incorporate human-in-the-loop methodologies that embed human judgment into the training, validation, and deployment phases to enable real-time intervention and oversight.","Integrate human-in-the-loop (HITL) methodologies, an approach that embeds human judgment into the training, validation, and deployment phases of AI tools."
g-q3-p1-04,functional,The system shall provide mechanisms for end-users to provide feedback in real time to ensure their perceptions are consistently captured and integrated into system updates.,"Establish feedback loops that allow for end-users to provide feedback in real time, ensuring their perceptions are consistently captured and integrated into system updates."
g-q3-p1-04,functional,"The system shall conduct beta, feasibility, and pilot testing before full implementation to identify potential issues related to usability, performance, and integration within real-world workflows.","AI systems should undergo beta, feasibility, and pilot testing, which involves the collaboration of research (ie, behavioral and AI scientists), user experience, product, engineering, and operations teams, to ensure they are ready for real-world implementation."
g-q3-p1-04,functional,The system shall deploy automated monitoring systems to continuously track both traditional performance metrics and user experience metrics.,"Deploy automated, self-check monitoring systems to continuously track both traditional KPIs (eg, accuracy, response times, and error rates) and user experience metrics (eg, task completion rates, interaction frequency, and perceived usability)."
g-q3-p1-04,functional,The system shall conduct regular audits to assess technical metrics alongside user experience metrics to identify whether the system is meeting its intended objectives.,"Conduct regular audits to assess technical metrics, such as accuracy and reliability, alongside user experience metrics, including satisfaction and usability."
g-q3-p1-04,non-functional,The system shall incorporate routine bias audits to assess whether it performs equitably across user subgroups.,Incorporate routine bias audits into evaluation workflows to assess whether the AI system performs equitably across user subgroups.
g-q3-p1-04,functional,The system shall enable stakeholders to directly influence system functionality through co-creation strategies such as co-design workshops or participatory prototyping.,"Use co-creation strategies, such as co-design workshops or participatory prototyping, to allow stakeholders to directly influence system functionality, content, and workflows."
g-q3-p1-04,non-functional,"The system shall embed evaluation mechanisms that balance technical performance metrics with metrics that monitor user experience, trust, usability, and satisfaction.","AI evaluations should balance traditional KPIs, such as accuracy and efficiency, with metrics that allow the system to monitor and reflect on user experience, trust, usability, and satisfaction."
g-q3-p1-04,functional,"The system shall detect uncertainty, surface potential issues, and escalate to human input when appropriate.","This includes designing systems that can detect uncertainty, surface potential issues, and escalate to human input when appropriate."
g-q3-p1-07,functional,The system shall generate source code for data analysis tasks based on natural language instructions from scientists.,The agent uses in-context prompts to use tools such as web and documentation search and code execution via Python application programming interface (API)
g-q3-p1-07,functional,The system shall break down complex data analysis problems into manageable subtasks for code generation.,"AI agents can break down a problem into manageable subtasks, which can then be addressed by agents with specialized functions for targeted problem solving and integration of scientific knowledge."
g-q3-p1-07,functional,The system shall execute generated code and return results to support iterative code refinement.,"the agent generates SLL code and executes it, which entails transferring it onto the device and controlling the device."
g-q3-p1-07,functional,The system shall access documentation and search tools to inform code generation.,The agent uses in-context prompts to use tools such as web and documentation search and code execution via Python application programming interface (API)
g-q3-p1-07,functional,The system shall store and recall previously generated code and analysis workflows for reuse in subsequent tasks.,Memory modules in LLM-based agents store and recall information. This is necessary for executing complex tasks and adapting to new or evolving environments.
g-q3-p1-07,functional,The system shall provide reasoning capabilities to plan code solutions and make decisions about data analysis approaches.,"Reasoning improves agents' capabilities to plan experiments, make decisions on biological hypotheses, and resolve competing candidate biological mechanisms."
g-q3-p1-07,functional,The system shall adjust code generation based on feedback from scientists.,Experimental and human feedback can help AI agents to improve reasoning and planning processes.
g-q3-p1-07,functional,The system shall integrate with external tools and APIs to extend its data analysis capabilities.,"To manage tasks from diverse environments, agents require tools to boost their capabilities. Commonly used tools are application APIs, search engines, ML models, knowledge DBs, and robotic machinery for physical tasks."
g-q3-p1-07,functional,The system shall support multi-agent collaboration to handle complex data analysis workflows.,Multi-agent interaction supports solving complex goals that agents could not complete if they operated independently.
g-q3-p1-07,non-functional,The system shall maintain short-term memory to temporarily store information during code generation sessions.,"Short-term memory allows agents to temporarily acquire skills, such as tool usage, store information about recent states of a biological system, and keep track of outcomes from earlier reasoning efforts."
g-q3-p1-07,non-functional,The system shall maintain long-term memory to store essential knowledge that persists beyond individual tasks.,"Long-term memory stores essential and factual knowledge that underpins agent behavior and understanding of the world, ensuring this information persists beyond task completion."
g-q3-p1-07,non-functional,The system shall use in-context learning to adapt to specific data analysis contexts based on user-provided instructions.,"This approach uses in-context learning of LLMs to process longer contextual information provided in inputs, such as biologist-generated instructions, enabling agents to grasp the domain context for each task."
g-q3-p1-07,non-functional,The system shall provide conversational interfaces that allow scientists to interact using natural language.,Programming a single LLM with diverse roles equips LLM-based agents with conversational interfaces that emulate human expertise and can access tools
g-q3-p1-08,functional,The system shall enable AI agents to retrieve data and use different tools for scientific analysis.,"But these are systems that can retrieve data, use different tools, and communicate with each other and with us through human language"
g-q3-p1-08,functional,The system shall allow AI agents to communicate with each other through human language to collaborate on research tasks.,"But these are systems that can retrieve data, use different tools, and communicate with each other and with us through human language"
g-q3-p1-08,functional,The system shall have an AI principal investigator agent that determines the other agents and expertise needed to tackle a research project.,It's the AI PI's job to figure out the other agents and expertise needed to tackle the project
g-q3-p1-08,functional,The system shall create specialized agents with different areas of expertise based on the research problem.,"For the SARS-CoV-2 project, for instance, the PI agent created an immunology agent, a computation biology agent and a machine learning agent"
g-q3-p1-08,functional,The system shall include a critic agent that provides constructive criticism and identifies potential pitfalls in research approaches.,"And, in every project, no matter the topic, there's one agent that assumes the role of critic. Its job is to poke holes, caution against common pitfalls and provide constructive criticism to other agents"
g-q3-p1-08,functional,The system shall equip AI agents with tools and software systems to support their analytical work.,"Zou and his team equipped the virtual scientists with tools and software systems, such as the protein modeling AI system AlphaFold, to better stimulate creative thinking skills"
g-q3-p1-08,functional,The system shall support regular group meetings during which agents generate ideas and engage in collaborative discussion.,"Just like Zou's research group, the virtual lab has regular meetings during which agents generate ideas and engage in a conversational back-and-forth"
g-q3-p1-08,functional,The system shall support one-on-one meetings between agents and the principal investigator agent.,"They also have one-on-one meetings, allowing lab members to meet with the PI agent individually to discuss ideas"
g-q3-p1-08,functional,The system shall enable multiple research discussions to run in parallel simultaneously.,"But unlike human meetings, these virtual gatherings take a few seconds or minutes. On top of that, AI scientists don't get tired, and they don't need snacks or bathroom breaks, so multiple meetings run in parallel"
g-q3-p1-08,functional,The system shall operate independently with minimal human intervention after the initial research prompt.,"Moreover, the virtual lab is an independent operation. Aside from the initial prompt, the main guideline consistently given to the AI lab members is budget-related, barring any extravagant or outlandish ideas that aren't feasible to validate in the physical lab"
g-q3-p1-08,functional,"The system shall capture transcripts of all meetings, exchanges, and interactions for human researchers to track progress.","But that doesn't mean they're not keeping a close eye on what's going on — each meeting, exchange and interaction in the virtual lab is captured via a transcript, allowing human researchers to track progress and redirect the project if needed"
g-q3-p1-08,functional,The system shall enable AI agents to analyze complex datasets and derive new findings.,"The datasets that we collect in biology and medicine are very complex, and we're just scratching the surface when we analyze those data"
g-q3-p1-08,functional,The system shall enable AI agents to reassess previously published research papers and identify new insights.,And they've recently developed agents that act as sophisticated data analysts that can reassess previously published papers
g-q3-p1-08,non-functional,The system shall allow human researchers to redirect projects when needed based on tracked progress.,"each meeting, exchange and interaction in the virtual lab is captured via a transcript, allowing human researchers to track progress and redirect the project if needed"
g-q3-p1-09,functional,The system shall analyze limitations of a given baseline paper and formulate novel hypotheses for improvement.,"Given the baseline paper from the human mentor, it analyzes its limitations, formulates novel hypotheses for improvement, validates them through rigorous experimentation, and writes a paper with the results."
g-q3-p1-09,functional,"The system shall automatically implement proposed research ideas using coding agents capable of handling complex, multi-file codebases.","By leveraging the latest coding agents (e.g. Claude Code (Anthropic, 2025)), our system can perform meaningful improvements and edits on real multi-file codebases, which were challenging for previous AI Scientist systems."
g-q3-p1-09,functional,The system shall validate proposed ideas through rigorous experimentation with performance tracking and bug management.,"The Experiment Phase mainly involves implementing and iterating on the implementations through experiments. It is divided into three stages: Stage 1: Idea Implemention, Stage 2: Iterative Improvement, and Stage 3: Ablation Study."
g-q3-p1-09,functional,"The system shall automatically generate research papers including method descriptions, experimental results, and ablation studies.","Our Jr. AI Scientist consists of three main components: (1) automatic idea generation based on the limitations of a given paper, (2) automatic implementation and thorough validation of the proposed ideas, and (3) automatic writing of a research paper based on the obtained results."
g-q3-p1-09,functional,The system shall perform ablation studies to analyze the contribution of each component to overall performance.,"Stage 3 performs ablation studies on the improved method implemented in Stage 2. In each trial, the system uses an LLM to generate ablation study ideas and then employs the coding agent to implement corresponding scripts based on those ideas."
g-q3-p1-09,functional,The system shall verify the novelty of generated research ideas through literature review tools.,"Following AI Scientist v2 (Yamada et al., 2025), the system evaluates the originality of proposed ideas through literature review tools such as Semantic Scholar, which review papers citing the baseline work and papers with similar concepts."
g-q3-p1-09,functional,The system shall validate citations to ensure accurate and consistent reference practices.,"We introduce a citation verification phase at the end of the Draft Writing stage. Since Jr. AI Scientist updates the baseline paper, it can correctly reuse many of the original citations from the baseline paper. In this step, the writing agent compares the generated paper with the baseline LaTeX file in terms of the quantity and quality of citations, and is instructed to add missing references and remove inappropriate ones to ensure accurate and consistent citation practices."
g-q3-p1-09,non-functional,The system shall produce research papers with higher review scores than existing fully automated AI Scientist systems.,The findings demonstrate that Jr. AI Scientist generates papers receiving higher review scores by DeepReviewer than existing fully automated systems.
g-q3-p1-09,non-functional,"The system shall handle complex, multi-file code implementations rather than simple single-file codebases.","Unlike previous approaches that assume full automation or operate on small-scale code, Jr. AI Scientist follows a well-defined research workflow and leverages modern coding agents to handle complex, multi-file implementations, leading to scientifically valuable contributions."
g-q3-p1-09,non-functional,"The system shall utilize all available artifacts from baseline papers including LaTeX sources, PDFs, and codebases to improve quality.","By incorporating the full set of resources from a given baseline paper, the system exploits all available artifacts such as LaTeX sources, PDFs, and codebases, thereby substantially improving the scope and quality of every stage in the research pipeline."
g-q3-p1-09,non-functional,"The system shall incorporate reflection processes to improve logical consistency, formatting, and figure quality.","To improve the overall quality of the generated paper, we incorporated multiple reflection processes into our workflow. We repeat these reflections three times."
g-q3-p1-09,non-functional,The system shall iteratively adjust page length until manuscripts reach the target length within acceptable tolerance.,"To address this issue, our method performs iterative and gradual page-length reduction until the manuscript reaches the target length, thereby improving the stability of page adjustment. As a result, the final papers consistently fell within ±1 page of the specified page limit."
g-q3-p2-01,functional,The system shall generate source code for scientific data analysis tasks based on user queries.,"When a user submits a query, an LLM-based Planner uses Retrieval-Augmented Generation (RAG) on this knowledge base to create a tailored toolchain."
g-q3-p2-01,functional,The system shall integrate scientific tools and knowledge bases to support data analysis workflows.,"The SciToolAgent, developed by Zhejiang University, is an LLM-powered agent that automatically orchestrates hundreds of scientific tools across chemistry, biology, and materials science based on knowledge graphs."
g-q3-p2-01,functional,The system shall provide tool orchestration capabilities for executing multi-step scientific data analysis pipelines.,"This plan is then executed sequentially by an LLM-based Executor, significantly boosting the efficiency and quality of scientific workflows."
g-q3-p2-01,non-functional,The system shall produce accurate and reliable code outputs to minimize factual errors in scientific data analysis.,"The optimization goal of LLMs is textual coherence, not scientific accuracy."
g-q3-p2-01,non-functional,The system shall incorporate mechanisms to detect and flag outputs with low confidence to prevent propagation of errors.,"Uncertainty quantification techniques can help flag model predictions with low confidence, prompting further scrutiny."
g-q3-p2-01,non-functional,The system shall validate generated code against physical or scientific constraints to avoid producing implausible results.,"Hybrid symbolic-AI approaches, which integrate logical reasoning and physical constraints (e.g., laws of thermodynamics) into data-driven models, can ground AI outputs in established scientific principles, reducing hallucinated responses with physically impossible characteristics."
g-q3-p2-01,non-functional,The system shall incorporate human oversight mechanisms for validating critical scientific findings.,Strategies such as disagreement-based triage and out-of-distribution detection can trigger human review.
g-q3-p2-02,functional,The system shall generate executable Python code for data analysis tasks based on natural language instructions from scientists.,LLMs further enhance this by enabling automation through natural language prompts.
g-q3-p2-02,functional,"The system shall support automated experimentation by generating self-contained Python programs based on natural language instructions, datasets, and optional expert-provided knowledge.","Each task requires an agent to generate a self-contained Python program based on a natural language instruction, a dataset, and optional expert-provided knowledge."
g-q3-p2-02,functional,The system shall generate visualization code using Python libraries for scientific data representation.,VisCoder uses Python libraries for visualization code generation.
g-q3-p2-02,functional,The system shall generate chart-to-code from instructions and/or images for scientific figures.,"ChartMimic aims to generate Python code from instructions and/or images, specifically focusing on charts."
g-q3-p2-02,functional,The system shall assist with hyperparameter tuning for machine learning experiments.,"AutoML-GPT and MLcopilot use LLMs for hyperparameter tuning, while MLAgentBench benchmarks fundamental automation tasks."
g-q3-p2-02,non-functional,The system shall minimize hallucination of results or references that could disrupt precise experimental workflows.,"First, LLMs' propensity to hallucinate results or references disrupt the precise steps required for experimental workflows."
g-q3-p2-02,non-functional,The system shall provide accurate bibliographic citations when generating code or documentation.,"Most studies on this phenomenon are case studies presenting one or more examples. In a study by Walters and Wilder (2023), GPT-3.5 and -4 are used to generate 84 literature reviews containing 636 bibliographic citations. 55% of the GPT-3.5 citations were fabricated, compared to 18% of GPT-4's."
g-q3-p2-02,functional,"The system shall integrate and align different modalities including video, audio, or sensory data for scientific experimentation.","They also struggle to integrate and align different modalities, such as video, audio, or sensory data, which are increasingly essential in modern scientific experimentation."
g-q3-p2-02,functional,The system shall support iterative refinement of generated code through multi-agent collaboration.,"Recent work explores advanced frameworks incorporating multi-agent collaboration, tree search, and iterative refinement for scientific experimentation."
g-q3-p2-02,non-functional,The system shall ensure factual consistency and truthfulness in generated scientific content.,"LLMs and LLM applications demonstrate strong capabilities in tasks such as proofreading and paraphrasing, but still exhibit notable limitations for other tasks, making human-in-the-loop approaches essential. In particular, factual consistency, truthfulness, and bibliographic citations require human oversight."
g-q3-p2-03,functional,The system shall generate SQL queries using semantic views that map business concepts to specific SQL expressions.,"Semantic views can do heavy lifting in mapping business concepts like ""gross merchandise value"" to specific SQL expressions."
g-q3-p2-03,functional,"The system shall limit access to pre-vetted, data scientist-endorsed datasets to ensure answer trustworthiness.","We went the opposite direction: locked down access to pre-vetted datasets, accepting that we'd miss around 30% of questions. No data is often better than wrong data, since inaccuracies erode trust faster than unknowns."
g-q3-p2-03,functional,"The system shall provide explicit context including table relationships, metric definitions, and example values to enable accurate query generation.",Agents are terrible at guessing and get worse as the scope increases. They need explicit context to be fast and consistent.
g-q3-p2-03,functional,The system shall index actual field values to improve query matching and reduce empty result sets.,"Without record-level context, the system may look for ""labubu"", ""Labubu items"", ""labubus"", or ""pop_mart"", or write custom matching criteria against listing descriptions."
g-q3-p2-03,non-functional,"The system shall require the same development discipline as production code, including version control, testing, monitoring, and clear ownership.","semantic views need the same development discipline as any production code, including version control, testing, monitoring, and clear ownership."
g-q3-p2-03,functional,"The system shall enable data scientists to review questions and answers, and update the agent's context when gaps are identified.","It also created a feedback loop: a user asked a question, it either delivered an answer or didn't, and if it didn't, a data expert could identify the gap and update the agent's access."
g-q3-p2-03,functional,The system shall integrate with existing data lifecycle development processes through semantic view management.,This allowed semantic views and search services to be created and versioned alongside their underlying tables.
g-q3-p2-07,functional,"The system shall generate theories that explain observed data, similar to an idealized scientist focused on building understanding of what is observed.","The model for this solution is the idealized scientist, focused on building an understanding of what is observed (also known as data, in machine learning) and of theories that explain those observations."
g-q3-p2-07,functional,"The system shall express its outputs in human-understandable language including natural language, scientific jargon, mathematics, and programming languages.","we may be able to constrain it to express its theories in a human-understandable language (which includes natural language, scientific jargon, mathematics and programming languages)"
g-q3-p2-07,non-functional,The system shall not act autonomously in the real world or engage in planning actions.,The safest kind of AI is the AI Scientist. It has no goal and it does not plan.
g-q3-p2-07,functional,The system shall use Bayesian inference to generate theories and weight simpler theories higher when they explain the data well.,A mathematically clean and rational way to handle that uncertainty is called Bayesian inference... The Bayesian posterior automatically puts more weight on the simpler theories that explain the data well (known as Occam's razor).
g-q3-p2-07,non-functional,The system shall avoid having goals that could become misaligned with human objectives.,"What I am proposing here is a solution that avoids these issues altogether, while limiting the type of AI we would design to ones that just propose scientific theories but do not act in the world and have no goals."
g-q3-p2-07,non-functional,The system shall estimate uncertainty about its knowledge and avoid actions that could yield major harm when there is doubt.,"What is needed for taking safe decisions is epistemic humility: the AI must know the limits of its own knowledge, so that in case of doubt it avoids actions that could yield major harm according to some of the theories from the Bayesian posterior over theories."
g-q3-p2-08,non-functional,The system shall implement safeguards to prevent potential risks and harms from its deployment and use.,The majority of the US public (85%) and AI researchers (68%) thought that AI developers should implement safeguards now to avoid the harms and risks from the development and deployment of AI systems with subjective experience
g-q3-p2-08,functional,The system shall be held accountable for its actions.,"The majority of AI researchers and the public think that an AI system with subjective experience should be held accountable for its actions (AI researchers: 74%, Public: 77%)"
g-q3-p2-08,functional,"The system shall treat others well and behave with integrity, honesty, and fairness.","treat others well (AI researchers: 81%, Public: 85%), and behave with integrity, honesty, and fairness (AI researchers: 71%, Public: 80%)"
g-q3-p2-08,non-functional,"The system development shall incorporate input from multiple fields including technical AI researchers, ethics researchers, and domain experts.","Both AI researchers and the public believe that evaluating AI subjective experience requires input from multiple fields. The most highly valued sources of expertise were technical AI researchers, neuroscientists and psychologists, and AI ethics researchers"
g-q3-p2-09,functional,"The system shall accept a research goal specified in natural language and generate novel research hypotheses, a detailed research overview, and experimental protocols.","Given a scientist's research goal that has been specified in natural language, the AI co-scientist is designed to generate novel research hypotheses, a detailed research overview, and experimental protocols."
g-q3-p2-09,functional,The system shall enable scientists to provide their own seed ideas for exploration as input.,"scientists can interact with the system in many ways, including by directly providing their own seed ideas for exploration"
g-q3-p2-09,functional,The system shall enable scientists to provide feedback on generated outputs in natural language.,or by providing feedback on generated outputs in natural language
g-q3-p2-09,functional,"The system shall use automated feedback to iteratively generate, evaluate, and refine hypotheses.","These agents use automated feedback to iteratively generate, evaluate, and refine hypotheses, resulting in a self-improving cycle of increasingly high-quality and novel outputs."
g-q3-p2-09,functional,The system shall decompose an assigned goal into a research plan configuration.,"The AI co-scientist parses the assigned goal into a research plan configuration, managed by a Supervisor agent."
g-q3-p2-09,functional,The system shall leverage tools including web-search and specialized AI models to enhance the grounding and quality of generated outputs.,"The AI co-scientist also uses tools, like web-search and specialized AI models, to enhance the grounding and quality of generated hypotheses."
g-q3-p2-09,non-functional,The system shall improve the quality of results as more computation time is spent reasoning and improving outputs.,"As the system spends more time reasoning and improving, the self-rated quality of results improve and surpass models and unassisted human experts."
g-q3-p2-09,functional,The system shall use self-play based scientific debate for novel hypothesis generation.,"Key reasoning steps include self-play–based scientific debate for novel hypothesis generation, ranking tournaments for hypothesis comparison, and an ""evolution"" process for quality improvement."
g-q3-p2-09,functional,The system shall use ranking tournaments to compare and evaluate hypotheses.,ranking tournaments for hypothesis comparison
g-q3-p2-09,functional,The system shall use an evolution process for quality improvement of outputs.,"and an ""evolution"" process for quality improvement"
g-q3-p2-09,functional,The system shall facilitate recursive self-critique including tool use for feedback to refine hypotheses and proposals.,"The system's agentic nature facilitates recursive self-critique, including tool use for feedback to refine hypotheses and proposals."
g-q3-p2-09,non-functional,The system shall generate demonstrably novel research hypotheses and proposals that build upon prior evidence.,"the AI co-scientist system is intended to uncover new, original knowledge and to formulate demonstrably novel research hypotheses and proposals, building upon prior evidence and tailored to specific research objectives."
g-q3-p3-01,functional,The system shall collect real data from production environments to evaluate its performance.,"It all starts with data – ideally, real data from your production environment."
g-q3-p3-01,functional,The system shall generate or use synthetic data when real production data is unavailable.,"In some cases, it's possible to generate synthetic data to get things started, or to complement existing data, if your volume is low."
g-q3-p3-01,functional,The system shall leverage existing domain expertise materials to generate evaluation data.,"While LLMs are relatively recent, humans have been studying, training, and certifying themselves for quite some time. If possible, try to leverage existing material designed for humans to help you with generating data for your application."
g-q3-p3-01,functional,The system shall perform error analysis on its outputs to identify failure modes.,Error Analysis: Reviewing existing (often imperfect) outputs to identify failures.
g-q3-p3-01,functional,The system shall define success criteria by creating reference answers or rubrics for its outputs.,Success Definition: Creating ideal artifacts to define what success looks like.
g-q3-p3-01,functional,The system shall use rubrics to evaluate outputs against defined criteria.,I found that writing rubrics was very helpful. My guideline for creating the rubrics was to ask myself: what makes an ideal response a good response?
g-q3-p3-01,functional,The system shall use an automated judge to score outputs against evaluation criteria.,"For subjective tasks like ours, where outputs are free-form text, an 'LLM-as-a-judge' can automate the grading process."
g-q3-p3-01,functional,The system shall maintain versioned evaluation datasets to ensure consistent benchmarking.,"Versioning is critical; when comparing different experiments, you must ensure they are benchmarked against the same data."
g-q3-p3-01,functional,The system shall break down complex workflows into separate components for evaluation.,"If our application involves multi-turn conversations with memory, or different tool usage or context retrieval systems, we should break down the system into multiple tasks and evaluate each component separately."
g-q3-p3-01,non-functional,The system shall align automated judgments with human expert evaluations to ensure meaningful metrics.,"To ensure that these metrics are meaningful, it is essential to periodically verify that the LLM judge's evaluations align with those of a human domain expert within an accepted range."
