article_ID,requirement_type,requirement,exact_text_quote
g-q2-p3-03,functional,"The system shall accelerate learning by helping developers quickly grasp new programming languages, frameworks, and paradigms while offering insights into complex or unfamiliar codebases.","It helps them quickly grasp new programming languages, frameworks and paradigms while offering insights into complex or unfamiliar codebases."
g-q2-p3-03,functional,The system shall generate code suggestions and explanations that are easy for team members to review and understand to enable better collaboration.,AI tools also enable better collaboration by generating code suggestions and explanations that are easy for team members to review and understand.
g-q2-p3-03,non-functional,The system shall reduce the cognitive load associated with repetitive problem-solving.,"This shift enables them to focus on writing quality code, such as designing creative solutions or improving system architectures, while reducing the cognitive load associated with repetitive problem-solving."
g-q2-p3-03,non-functional,The system shall help prevent regressions and ensure new implementations align with best practices.,"By automatically detecting and reﬁning code changes, AI helps prevent regressions and ensures that new implementations align with best practices."
g-q2-p3-04,functional,The system shall generate functional Python code from prompts with minimal human intervention.,"Generative AI models are trained to understand syntax, semantics, and common Python programming patterns, enabling them to generate functional Python code with minimal human intervention [7]."
g-q2-p3-04,functional,The system shall support generating code for data analysis tasks.,"Python’s simplicity and readability have positioned it as a primary language for AI-driven code generation in areas like web development, data analysis, and machine learning [3]."
g-q2-p3-04,functional,The system shall support generating code for machine learning tasks.,"Python’s simplicity and readability have positioned it as a primary language for AI-driven code generation in areas like web development, data analysis, and machine learning [3]."
g-q2-p3-04,functional,The system shall streamline routine coding tasks by streamlining routine coding tasks.,Increased Productivity: Streamlining routine coding tasks.
g-q2-p3-04,functional,The system shall reduce human errors by promoting consistent coding standards.,Error Reduction: Reducing human errors by promot- ing consistent coding standards.
g-q2-p3-04,functional,The system shall enable non-experts to generate functional software.,Enhanced Accessibility: Enabling non-experts to gen- erate functional software.
g-q2-p3-04,functional,The system shall accelerate the software lifecycle through quick code generation for specific tasks.,Development Speed: Accelerating the software lifecy- cle through quick code generation for specific tasks.
g-q2-p3-04,non-functional,The system shall evaluate generated code for syntax correctness.,"Evaluation criteria include syntax accuracy, response time, completeness, reliability, and cost."
g-q2-p3-04,non-functional,The system shall evaluate generated code for response time.,"Evaluation criteria include syntax accuracy, response time, completeness, reliability, and cost."
g-q2-p3-04,non-functional,The system shall evaluate generated code for completeness.,"Evaluation criteria include syntax accuracy, response time, completeness, reliability, and cost."
g-q2-p3-04,non-functional,The system shall evaluate generated code for reliability across multiple iterations.,"This study extends prior research by incorporating a comprehensive evaluation framework that assesses not only accuracy but also reliability across multiple iterations, cost-effectiveness, and exception handling."
g-q2-p3-04,non-functional,The system shall evaluate generated code for exception handling.,"This study extends prior research by incorporating a comprehensive evaluation framework that assesses not only accuracy but also reliability across multiple iterations, cost-effectiveness, and exception handling."
g-q2-p3-04,non-functional,The system shall evaluate generated code for cost-effectiveness.,"This study extends prior research by incorporating a comprehensive evaluation framework that assesses not only accuracy but also reliability across multiple iterations, cost-effectiveness, and exception handling."
g-q2-p3-04,functional,The system shall execute each generated code snippet to test for runtime errors and validate functionality.,The generated code is executed to test for runtime errors and validate functionality.
g-q2-p3-04,non-functional,The system shall measure the execution time of each generated script.,The time taken to execute the code is also measured to provide insights into the efficiency of each generated script.
g-q2-p3-04,non-functional,The system shall ensure that prompts instruct the model to generate code without comments or embedded text so that the API returns only executable code.,"Each prompt instructs the model to generate Python code without comments or embedded text, ensuring that the API returns only executable code."
g-q2-p3-04,non-functional,The system shall standardize API request parameters by setting Temperature to 0.7 and Top-P to 0.9 for consistency across model comparisons.,"we standardized the API request parameters, setting Temperature to 0.7 and Top-P to 0.9."
g-q2-p3-06,functional,The system shall support screening of studies using abstracts and full texts.,We focused on AI tools that applied to screening (based on abstracts and full-texts)
g-q2-p3-06,functional,The system shall support data extraction.,and data extraction
g-q2-p3-06,non-functional,The system shall be usable and aligned with the expected methodological standards and review workflows.,"Tool usability and alignment with Cochrane expectations, including methodological standards and review workflows"
g-q2-p3-06,non-functional,The system shall provide evaluation standards and validation approaches.,Evaluation standards and validation approaches
g-q2-p3-06,non-functional,The system shall align with the Responsible AI use in evidence SynthEsis (RAISE) recommendations.,Alignment with the Responsible AI use in evidence SynthEsis (RAISE) recommendations
g-q2-p3-06,non-functional,The system shall include evaluation studies that are publicly accessible.,We only considered tools with publicly accessible validation studies.
g-q2-p3-06,non-functional,"The system shall provide complete, transparent, and public reporting of training, testing, and validation evaluations.","Ensure complete, transparent and public reporting of training, testing, and validation evaluations, including training sets, detailed methods and the publication of null results, preferably published in peer-reviewed journals"
g-q2-p3-06,non-functional,The system shall facilitate human oversight by ensuring humans maintain control over the AI system while having agency and oversight of its operation.,humans should maintain control over the AI system while having agency and oversight of its operation.
g-q2-p3-06,non-functional,The system shall not execute multiple tasks autonomously without any human oversight.,Tools with agentic workflows that execute multiple tasks autonomously without any human oversight were excluded.
g-q2-p3-06,non-functional,The system shall provide clear guidance to users to assist them in being accountable for their use of the AI system.,Provide clear guidance to users and assist them in being accountable for their use of your AI system.
g-q2-p3-06,non-functional,"The system shall comply with legal and ethical requirements, including clearly outlining ethical or legal considerations that users should be aware of.","Ensure ethical, legal, and regulatory standards are followed during AI model development, such as avoiding copyright infringement or unlawful use, and clearly outline any ethical or legal considerations that users of your AI system should be aware of."
g-q2-p3-06,non-functional,The system shall not require users to relinquish rights over or share their data for future system development and evaluation.,Do not require users of your AI system to relinquish rights over or share their data for future system development and evaluation.
g-q2-p3-06,non-functional,The system shall provide source code and other materials used to develop and run the models openly available to maximize transparency.,Transparency can be maximised if the source code and other materials used to develop and run the models are also openly available.
g-q2-p3-07,functional,The system shall allow users to re-generate small sections of an AI output or edit it directly in the UI.,"Instead, actually usable AI will allow you to make small edits as you see fit, directly in the UI."
g-q2-p3-07,functional,The system shall provide AI coding assistance that uses company context so generated code includes company-specific standardization or architecture.,"AI coding tools without company context, for instance, will generate code that doesn’t include a company’s widely used standardization or architecture"
g-q2-p3-07,functional,The system shall enable AI agents to access knowledge and context needed to be useful in everyday workflows.,So it seems having access to knowledge and context is paramount for AI tools to be actually useful in our everyday workflows.
g-q2-p3-07,functional,The system shall support feeding human-validated data to agents during the logic process.,"It’s important enterprises are feeding the necessary industry and company context to the agents beforehand, or otherwise making it available to their tools during the logic process."
g-q2-p3-07,functional,"The system shall support interoperability by connecting distributed systems across SaaS, public cloud, and on-prem.","It involves connecting distributed systems across SaaS, public cloud, and on-prem that, in the past, didn’t need connectors because humans could easily access all of them."
g-q2-p3-07,functional,The system shall support creating an agentic team in an enterprise that avoids siloed work and context loss from unstructured workflows.,"For companies wanting to do this, Islam advises creating a sort of “agentic team” in an enterprise that actually *works* means avoiding the same pitfalls that happen in human teams—siloed work, lock-in that keeps team members from exploring new ways of doing things, and use of unstructured workflows that cause context loss."
g-q2-p3-07,functional,The system shall provide a roadmap capability for AI strategy that includes normalizing access for models through MCP and A2A.,"For companies wanting to do this, Islam advises creating a roadmap for your AI strategy that includes taking inventory of capabilities like APIs and events, normalizing access for models through MCP and A2A,"
g-q2-p3-07,non-functional,"The system shall be easy to use in practice, not just fast and solid in model logic.","it really is in the best interest of AI developers to consider how easy the tool is to use in practice, not just how fast and solid the logic of the model is."
g-q2-p3-08,functional,The system shall enable developers to define detailed business requirements that guide AI code generation output.,"With AI code generation, your requirements literally become prompts that determine the output."
g-q2-p3-08,functional,The system shall support providing appropriate context to an AI system for any work.,It is your responsibility to provide the “appropriate context” for any work.
g-q2-p3-08,functional,"The system shall help developers create structured, context-rich documentation that provides business logic, architectural constraints, and operational knowledge for AI tools.","To do so, create structured, context-rich documentation that goes beyond code comments to provide AI tools with the business logic, architectural constraints, and operational knowledge needed to generate appropriate code."
g-q2-p3-08,functional,The system shall support using vector search to retrieve documentation context for AI agents.,"The most common way an AI agent consumes documentation is via vector search, a method for retrieving information from a database based on semantic similarity."
g-q2-p3-08,functional,The system shall support two-tier code reviews where the first review is real-time in the IDE and the second review is a traditional peer review.,Reviews must happen in two tiers:
g-q2-p3-08,functional,The system shall support a first real-time code review that occurs as the author uses an AI tool in the IDE.,The first review is a real-time review that happens as the “author” uses an AI tool in the IDE.
g-q2-p3-08,functional,The system shall support a second code review similar to a traditional peer review with human oversight.,The second review is similar to the traditional code review done by a peer.
g-q2-p3-08,functional,The system shall support teaching AI constraints using pre-merge quality gates such as linters and tests.,"Teaching AI constraints using pre-merge quality gates (e.g., linters and tests)."
g-q2-p3-08,functional,"The system shall support transforming linters, formatters, and testing frameworks into contextual guides that teach AI about system patterns, constraints, and business logic.","Transform linters, formatters, and testing frameworks from simple validators into contextual guides that teach AI about your system’s patterns, constraints, and business logic."
g-q2-p3-08,non-functional,The system shall shorten the development loop without losing safety.,"Developer experience was about “making developers happy,” while AI experience is about “shortening the loop without loss of safety.”"
g-q2-p3-08,non-functional,"The system shall tightly couple changes to feedback and make rollback paths, continuous integration, and continuous delivery core to the developers’ workflow.","This means building systems that tightly couple changes to feedback, making rollback paths and continuous integration and delivery core to developers’ workflow,"
g-q2-p3-08,non-functional,"The system shall design for low-friction, high-trust automation.","and designing for low-friction, high-trust automation."
g-q2-p3-09,functional,"The system shall support developers by enabling them to delegate tasks such as generating boilerplate code, writing documentation, or summarizing changes to AI.","Most developers are happy to let AI handle repetitive tasks, such as generating boilerplate code, writing documentation, or summarizing changes"
g-q2-p3-09,functional,The system shall support developers in staying in charge of creative and complex tasks such as debugging or designing application logic.,"but they prefer to stay in charge of creative and complex tasks, like debugging or designing application logic."
g-q2-p3-09,functional,The system shall provide AI assistance for writing code comments or code documentation.,- Writing code comments or code documentation
g-q2-p3-09,functional,The system shall provide AI assistance for summarizing recent code changes.,- Summarizing recent code changes
g-q2-p3-09,non-functional,The system shall address concerns about the inconsistent quality of AI-generated code.,- The inconsistent quality of AI-generated code
g-q2-p3-09,non-functional,The system shall address concerns about AI tools’ limited understanding of complex code and logic.,- AI tools’ limited understanding of complex code and logic
g-q2-p3-09,non-functional,The system shall address privacy and security risks associated with AI tools.,- Privacy and security risks
g-q2-p3-09,non-functional,The system shall address concerns about the potential negative impact of AI on users’ coding and development skills.,- The potential negative impact on their own coding and development skills
g-q2-p3-09,non-functional,The system shall address concerns about AI’s lack of context awareness.,- AI’s lack of context awareness
g-q2-p3-10,functional,"The system shall support generating code for an Ionic Angular application that can be built for Windows web, Android, and iPhone targets.","Ionic is a framework which supports code once and build for multiple targets type of architecture where the same code can be built for windows web, Android and iPhone."
g-q2-p3-10,functional,The system shall support cloud-based storage to allow multiple people to log expenses while logged in simultaneously.,The app should support cloud based storage to allow multiple people to login simultaneously and be able to log expenses.
g-q2-p3-10,functional,"The system shall allow creating, deleting, and managing multiple expense records.",It should allow creating/deleting and manging multiple expense records.
g-q2-p3-10,functional,"The system shall provide a user interface that allows opening an existing record or creating a new one, and then logging expense data with fields such as spender name, amount, description, and category.","The user interface should have options to open the existing record or create new and once created, it should have options to log the expenses data which mainly contains fields like, spender name, amount, description and category of expense etc."
g-q2-p3-10,functional,The system shall provide edit and delete controls for each expense record to modify or delete records.,Each record should have edit/delete button to modify or delete records.
g-q2-p3-10,functional,The system shall provide an Autocomplete feature for spender name that suggests existing names when the input matches the starting characters of stored names.,The spender name should support an Autocomplete feature where the existing names should pop up for selection once the input character match the starting few characters of the stored names.
g-q2-p3-10,functional,"The system shall display expense records in order and show category-wise spending as on date along with a settlement summary including totals, spending of each person, and who has to pay whom when expenses are divided among people.","The UI should show all the expense records in order. It should show category wise spending as on date, the settlement summary should have total spending, spending of each person and if expenses are divided among the people, it should also show the settlement data as to who has to pay whom."
g-q2-p3-10,functional,The system shall provide an option to delete an expense record with password protection to ensure deliberate attempts to delete data.,The app should have option to delete the expense record with password protection to ensure deliberate attempt to delete data.
g-q2-p3-10,functional,The system shall implement a social sharing option to share the expense report via email and WhatsApp.,"The app should implement the a social sharing option to share the expesne report in email, whatsApp etc."
g-q2-p3-10,functional,"The system shall support setting a budget for each expense category and monitoring category-wise expenses, notifying the user and showing the category in yellow in the UI when the set limit is exceeded.","The app should support option to set budgeting for each category of expenses and also to monitor the exepenes category wise. If it exceeds the set limit, it should notify and also show it in yellow in the UI."
g-q2-p3-10,functional,The system shall provide an AI-enabled auto category prompt that suggests the category of an expense based on the entered description details.,The app should implement an AI enabled feature of auto category prompt where it prompts the category of expense based on the description details entered!
g-q2-p3-10,functional,The system shall provide an AI feature to automatically set budgets based on previous spending data.,The app should implement an Auto budget setting AI feature based on the previous spending data.
g-q2-p3-10,functional,The system shall create a new expense record at the end of the month with the filename set to the month and year so the user can start logging expenses in the new record.,"Once the end of month is reached, it will create a new expense with the name of the month and year as the filename so that, the user can start logging expenses in the new record."
g-q2-p3-10,functional,The system shall implement OCR to read bills for automatically logging expenses.,Implemented OCR to read bills to log expenses automatically but it is not that useful!
g-q2-p3-10,functional,The system shall automatically add fixed monthly expenses when a new expense record is created to avoid manually entering recurring expenses each month.,App should support adding some fixed monthly expenses automatically as soon as the new expense record is created. This helps to avoid recurring expenses manually every month.
g-q2-p3-10,non-functional,The system shall be able to generate code without requiring the user to write a single line of code or fix issues manually.,The goal was not to write a single line of code nor to fix any issues manually but to use AI LLM to do everything.
g-q2-p3-10,non-functional,The system shall be able to generate code quickly for complex problems.,They can understand even the complex problems much faster and generate the code very fast.
g-q2-p3-10,non-functional,The system shall be able to analyze code and pinpoint untraceable errors by human developers.,They can quickly analyse the code and pin point untraceble errors by the human developers.
g-q2-p3-10,non-functional,The system shall be able to analyze error logs faster and better to pinpoint the root cause and the relevant fix.,They understand and analyse the error logs faster and better and can pin point the root cause of the errors and the relevant fix.
g-q2-p3-10,non-functional,The system shall support incremental usage where the user can achieve results by going step-by-step rather than expecting everything to happen in one shot.,"If you want everything to happen in one shot, you will never be able to achieve it using AI tools."
g-q2-p3-10,non-functional,The system shall require the user to explicitly mention everything the system needs to understand the user's plan because it is stateless.,They are stateless and they don’t understand what you are planning to do unless you explicitly mention everything to them in your question.
g-q3-p1-01,functional,The system shall use a large language model (LLM) to carry out multi-step tasks by connecting it to external tools such as Internet browsers or coding suites.,"Agentic AI involves using a large language model (LLM) to carry out multi-step tasks, by connecting it to external tools such as Internet browsers or coding suites."
g-q3-p1-01,functional,The system shall enable agents to write and run code as actions in the real world.,"they also harness tools to take actions in the real world — for instance, to write and run code"
g-q3-p1-01,functional,The system shall allow agents to navigate databases as actions in the real world.,"for instance, to write and run code or navigate databases"
g-q3-p1-01,functional,The system shall support agents that use working memory to remember user preferences and previous actions.,with some interacting with each other and using working memory to remember user preferences and previous actions.
g-q3-p1-01,functional,"The system shall help data scientists and natural scientists perform low-stakes tasks such as curating data sets, turning text into tables, and writing certain pieces of code.","These home-made agents help Zitnik’s team to perform low-stakes tasks, such as curating data sets, turning text into tables and writing certain pieces of code, she says."
g-q3-p1-01,functional,The system shall provide an open online environment that allows researchers to connect LLMs to commonly used tools in different scientific domains using only natural language commands.,"Zitnik and her colleagues are developing [ToolUniverse](https://aiscientist.tools/), an open online environment that allows researchers to connect LLMs to commonly used tools in different scientific domains, using only natural language commands."
g-q3-p1-01,non-functional,The system shall guide agents with guard-rails so they do not perform inappropriate actions.,"If we don’t have the right guard-rails in place to really guide what an agent should or should not do, it is easy for these agents to actually do things that may surprise us,"
g-q3-p1-01,non-functional,The system shall keep agents in containers that limit the actions they can take or information they can access.,"keep them in ‘containers’ that limit the actions they can take or information they can access — for example, making them unable to delete files"
g-q3-p1-01,non-functional,"The system shall help agents refer to original sources, explain their actions, and check in with humans at each step of a process to avoid hallucinations.","Getting an AI to refer to original sources, as well as to explain its actions and check in with humans at each step of a process, can help to [avoid hallucinations](https://www.nature.com/articles/d41586-025-02853-8)"
g-q3-p1-04,functional,The system shall embed scientific evaluation mechanisms directly into the design process of AI systems.,digital health companies should embed scientific evaluation mechanisms directly into their design.
g-q3-p1-04,functional,The system shall enable AI tools to check their own work.,"By enabling AI tools to “check their own work,” companies can create systems that not only meet company goals but also foster user trust and adoption—key factors for achieving sustained impact and scalability in health care settings."
g-q3-p1-04,functional,"The system shall be able to detect uncertainty, surface potential issues, and escalate to human input when appropriate.","This includes designing systems that can detect uncertainty, surface potential issues, and escalate to human input when appropriate."
g-q3-p1-04,functional,"The system shall integrate human-in-the-loop methodologies into the training, validation, and deployment phases of AI tools.","In particular, digital health companies should integrate human-in-the-loop (HITL) methodologies, an approach that embeds human judgment into the training, validation, and deployment phases of AI tools."
g-q3-p1-04,functional,The system shall provide real-time oversight within system workflows.,"HITL is distinct from broader governance or post-hoc audits in that it provides direct, real-time oversight within system workflows."
g-q3-p1-04,functional,"The system shall deploy automated, self-check monitoring systems to continuously track both traditional KPIs and user experience metrics.","Deploy automated, self-check monitoring systems to continuously track both traditional KPIs (eg, accuracy, response times, and error rates) and user experience metrics (eg, task completion rates, interaction frequency, and perceived usability)."
g-q3-p1-04,functional,The system shall analyze incoming data to systematically identify patterns or recurring issues that may impact performance or user engagement.,Analyze incoming data to systematically identify patterns or recurring issues that may impact the AI’s performance or user engagement.
g-q3-p1-04,functional,The system shall implement strategic refinements based on monitored insights to address significant challenges or adapt to evolving user needs and company priorities.,Implement strategic refinements based on monitored insights to address significant challenges or adapt the AI system to evolving user needs and company priorities.
g-q3-p1-04,functional,The system shall conduct regular audits to assess technical metrics alongside user experience metrics.,"Conduct regular audits to assess technical metrics, such as accuracy and reliability, alongside user experience metrics, including satisfaction and usability."
g-q3-p1-04,functional,The system shall incorporate usability testing as a continuous process to regularly identify pain points and opportunities for improvement among diverse user groups.,Incorporate usability testing as a continuous process to regularly identify pain points and opportunities for improvement among diverse user groups.
g-q3-p1-04,functional,"The system shall prioritize publishing and reporting on AI performance, user experiences, and trust-building metrics throughout AI integration.","Prioritize publishing and reporting on AI performance, user experiences, and trust-building metrics throughout AI integration (ie, from beta testing to post-launch)."
g-q3-p1-04,non-functional,"The system shall ensure continuous, scientifically grounded evaluation is embedded into workflows to ensure trust, scalability, and measurable impact.","Scientific evaluation is not just a checkpoint—it is an operational layer that should be embedded into workflows to ensure trust, scalability, and measurable impact."
g-q3-p1-07,functional,The system shall support collaborative agent workflows that integrate AI models and scientific tools with experimental platforms.,collaborative agents that integrate AI models and biomedical tools with experimental platforms.
g-q3-p1-07,functional,The system shall enable agents to analyze large datasets and navigate hypothesis spaces.,"AI’s ability to analyze large datasets, navigate hypothesis spaces"
g-q3-p1-07,functional,The system shall support planning discovery workflows and performing self-assessment to identify and mitigate gaps in knowledge.,planning discovery workﬂows and performing self-assessment to identify and mitigate gaps in their knowledge.
g-q3-p1-07,functional,The system shall use large language models and generative models to feature structured memory for continual learning.,These agents use large language models and generative models to feature structured memory for continual learning
g-q3-p1-07,functional,"The system shall allow agents to formulate hypotheses, critically evaluate them, characterize uncertainty, and use that uncertainty to acquire and refine scientific knowledge bases.","An AI agent should be able to formulate biomedical hypotheses, critically evaluate them, characterize their uncertainty, and use that as a driver to acquire and reﬁne its scientiﬁc knowledge bases in a way that human scientists can trust."
g-q3-p1-07,functional,"The system shall enable agents to adapt to new insights, incorporate latest findings, and refine hypotheses based on experimental results.","AI agents should be designed to adapt to new biological insights, incorporate the latest scientiﬁc ﬁndings, and reﬁne hypotheses based on experimental results."
g-q3-p1-07,functional,The system shall provide conversational interfaces that emulate human expertise and can access tools.,Programming a single LLM with diverse roles equips LLM-based agents with conversational interfaces that emulate human expertise and can access tools
g-q3-p1-07,functional,"The system shall support multi-agent systems that combine heterogeneous agents, including machine learning tools, domain-specific specialized tools, and human experts.","we envision multi-agent systems for discovery workﬂows that combine heterogeneous agents ( Figure 1 ) consisting of ML tools, domain-speciﬁc specialized tools, and human experts."
g-q3-p1-07,functional,The system shall support a self-driving laboratory workflow that iteratively optimizes an end-to-end discovery workflow under broad direction of scientists without requiring step-by-step human oversight.,The self-driving laboratory ( Figure 3 F) is a multi-agent system where the end-to-end discovery workﬂow is iteratively optimized under the broad direction of scientists but without requiring step-by-step human oversight.
g-q3-p1-07,functional,"The system shall enable agents to describe experiments necessary to test generated hypotheses, analyze experimental results, and use them to improve internal scientific knowledge models.","it can describe experiments necessary to test the generated hypotheses, analyze the results of said experiments, and use them to improve its internal scientiﬁc knowledge models."
g-q3-p1-07,functional,The system shall include perception modules that interpret and assimilate information from various data modalities.,Perception modules enable the agent to interpret and assimilate information from various data modalities.
g-q3-p1-07,functional,"The system shall include interaction modules that allow agents to communicate and collaborate with scientists, other AI agents, and tools.","Chat-optimized LLM-based agents thus need interaction capabilities to communicate and collaborate with scientists, other AI agents, and tools to function beyond a simple chatbot."
g-q3-p1-07,functional,The system shall provide tool-use capabilities so agents can access machine learning tools and experimental platforms.,"These include agent-human interaction to support communication with scientists and following human instruction, multi-agent interaction for collaboration among agents, and tool-use action to access ML tools and experimental platforms."
g-q3-p1-07,functional,The system shall provide memory modules that store and recall information to alleviate the need for manual log recording.,memory modules alleviate the need for manual log recording by memorizing necessary experimental outputs.
g-q3-p1-07,functional,"The system shall support reasoning modules that improve agents’ capabilities to plan experiments, make decisions on hypotheses, and resolve competing mechanisms.","Reasoning improves agents’ capabilities to plan experiments, make decisions on biological hypotheses, and resolve competing candidate biological mechanisms."
g-q3-p1-07,non-functional,The system shall support self-assessment and uncertainty characterization to enable human trust in agent outputs.,in a way that human scientists can trust.
g-q3-p1-07,non-functional,"The system shall be robust and reliable enough to mitigate unreliable predictions such as hallucinations, reasoning errors, systematic biases, and planning failures when connected with tools and experimental platforms.","is their propensity for generating unreliable predictions, including the hallucination of non-factual information, reasoning errors, systematic biases, and failures in planning when connected with tools and experimental platforms."
g-q3-p1-07,non-functional,The system shall verify agent action plans before execution to avoid stalling and repeated attempts in embodied settings.,"Hence, it is necessary to verify the agent action plan before execution."
g-q3-p1-07,non-functional,"The system shall provide evaluation protocols that assess agent performance beyond accuracy, including practical implications such as ethical considerations and regulatory compliance.","Evaluating AI agents requires an analysis of their theoretical capabilities and an assessment of practical implications, including ethical considerations, regulatory compliance, and the ability to integrate into discovery workﬂows."
g-q3-p1-07,non-functional,The system shall support governance and responsible human-AI partnership to unlock the transformative potential of AI agents in biomedical research.,"By fostering responsible human-AI partnerships and establishing robust governance frameworks, we can unlock the transformative potential of AI agents in biomedical research."
g-q3-p1-08,functional,The system shall support an AI principal investigator that takes a scientific challenge from a human researcher and drives the project forward.,"The human researcher gives the AI principal investigator, or AI PI, a scientific challenge, and the AI PI takes it from there."
g-q3-p1-08,functional,The system shall determine what other agents and expertise are needed to tackle a given project.,"It’s the AI PI’s job to figure out the other agents and expertise needed to tackle the project,"
g-q3-p1-08,functional,The system shall include a critic agent in every project that provides constructive criticism to other agents.,"And, in every project, no matter the topic, there’s one agent that assumes the role of critic. Its job is to poke holes, caution against common pitfalls and provide constructive criticism to other agents."
g-q3-p1-08,functional,The system shall equip its agents with tools and software systems to support scientific work.,"Zou and his team equipped the virtual scientists with tools and software systems, such as the protein modeling AI system AlphaFold, to better stimulate creative “thinking” skills."
g-q3-p1-08,functional,The system shall allow agents to request access to certain tools and use them when access is built into the model.,"“They would ask for access to certain tools, and we’d build it into the model to let them use it,” Zou said."
g-q3-p1-08,functional,The system shall run regular meetings in which agents generate ideas and engage in conversational back-and-forth.,"Just like Zou’s research group, the virtual lab has regular meetings during which agents generate ideas and engage in a conversational back-and-forth."
g-q3-p1-08,functional,The system shall support one-on-one meetings that allow lab members to meet with the PI agent individually to discuss ideas.,"They also have one-on-one meetings, allowing lab members to meet with the PI agent individually to discuss ideas."
g-q3-p1-08,non-functional,"The system shall conduct virtual meetings quickly, taking only a few seconds or minutes.","But unlike human meetings, these virtual gatherings take a few seconds or minutes."
g-q3-p1-08,non-functional,The system shall allow multiple meetings to run in parallel.,so multiple meetings run in parallel.
g-q3-p1-08,non-functional,"The system shall operate with minimal human micromanagement, with human intervention about 1% of the time.",Not one prone to micromanagement — in the real or virtual world — Zou estimates that he or his lab members intervene about 1% of the time.
g-q3-p1-08,non-functional,"The system shall capture each meeting, exchange, and interaction via a transcript so human researchers can track progress and redirect the project if needed.","each meeting, exchange and interaction in the virtual lab is captured via a transcript, allowing human researchers to track progress and redirect the project if needed."
g-q3-p1-08,functional,The system shall support agents that act as sophisticated data analysts that can reassess previously published papers.,they’ve recently developed agents that act as sophisticated data analysts that can reassess previously published papers.
g-q3-p1-08,functional,The system shall enable AI agents to come up with new findings beyond what previous human researchers published on.,Often the AI agents are able to come up with new findings beyond what the previous human researchers published on.
g-q3-p1-09,functional,The system shall take a baseline paper from a human mentor and analyze its limitations.,"Given the baseline paper from the human mentor, it analyzes its limitations,"
g-q3-p1-09,functional,The system shall formulate novel hypotheses for improving the baseline paper.,"formulates novel hypotheses for improvement,"
g-q3-p1-09,functional,The system shall validate the formulated hypotheses through rigorous experimentation.,"validates them through rigorous experimentation,"
g-q3-p1-09,functional,The system shall write a paper with the results of the validated hypotheses.,and writes a paper with the results.
g-q3-p1-09,functional,"The system shall leverage modern coding agents to handle complex, multi-file implementations.","leverages modern coding agents to handle complex, multi-file implementations,"
g-q3-p1-09,functional,"The system shall provide the baseline paper, its LaTeX source files, and the associated codebase for each stage.","We provide the baseline paper, its LaTeX source files, and the associated codebase for each stage."
g-q3-p1-09,functional,The system shall automatically generate ideas based on the limitations of a given paper.,"(1) automatic idea generation based on the limitations of a given paper,"
g-q3-p1-09,functional,The system shall automatically implement and thoroughly validate the proposed ideas.,"(2) automatic implementation and thorough validation of the proposed ideas,"
g-q3-p1-09,functional,The system shall automatically write a research paper based on the obtained results.,(3) automatic writing of a research paper based on the obtained results.
g-q3-p1-09,functional,The system shall translate research ideas into concrete implementations using a coding agent.,"A powerful coding agent (e.g. Claude Code (Anthropic, 2025)) is employed to translate research ideas into concrete implementations."
g-q3-p1-09,functional,The system shall execute the specified command after the coding agent generates a runnable file.,"After the agent generates a runnable file (e.g. proposed_method.py in Stage1), our system mechanically executes the specified command."
g-q3-p1-09,functional,The system shall allow the coding agent to read and write any files within the working directory.,The coding agent is allowed to read and write any files within the working directory.
g-q3-p1-09,functional,"The system shall manage experiments in three stages: idea implementation, iterative improvement, and ablation study.","It is divided into three stages: Stage 1: Idea Implemention, Stage 2: Iterative Improvement, and Stage 3: Ablation Study."
g-q3-p1-09,functional,The system shall iteratively improve the method until its performance metrics surpass those of the baseline.,Stage 2 ends when a bug-free implementation surpasses the baseline performance.
g-q3-p1-09,functional,The system shall perform ablation studies by generating ablation study ideas with an LLM and implementing corresponding scripts with the coding agent.,"In each trial, the system uses an LLM to generate ablation study ideas and then employs the coding agent to implement corresponding scripts based on those ideas."
g-q3-p1-09,functional,The system shall automatically write all sections and captions in the paper using the provided inputs.,"Using these inputs, the AI agent automatically writes all sections and captions in the paper."
g-q3-p1-09,non-functional,The system shall improve the quality of the generated paper by effectively utilizing the baseline resources across all phases.,"By effectively utilizing these resources across all phases, the system significantly improves the quality of the generated paper."
g-q3-p1-09,non-functional,"The system shall ensure that the coding agent does not run commands that may cause side effects, such as python or other execution commands.",while commands that may cause side effects (e.g. python or other execution commands) are not allowed.
g-q3-p1-09,non-functional,The system shall set the page layout to 8 pages.,We set the page layout to 8 pages.
g-q3-p1-09,non-functional,The system shall perform iterative and gradual page-length reduction until the manuscript reaches the target length to improve the stability of page adjustment.,"our method performs iterative and gradual page-length reduction until the manuscript reaches the target length, thereby improving the stability of page adjustment."
g-q3-p1-09,non-functional,The system shall produce final papers that consistently fall within ±1 page of the specified page limit.,"As a result, the final papers consistently fell within±1 page of the specified page limit."
g-q3-p1-09,non-functional,The system shall require human authors to carefully inspect and validate all content prior to publication.,it is essential that all content be carefully inspected and validated by human authors prior to publication.
g-q3-p2-01,functional,"The system shall generate hypotheses, design experiments, and discover new knowledge as part of scientific inquiry.","evolving from a mere “auxiliary tool” to a “scientific research partner” capable of generating hypotheses, designing experiments, and even discovering new knowledge."
